Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases,concept:name,time:timestamp,@@index,@@case_index,case:concept:name,case:label
Spur Gear,missing,20,Case41,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,20,0,20.0,2012-02-06 10:41:00+00:00,641,2,0,10,11646.0,17246.0,8,33,Laser Marking - Machine 7,2012-02-06 10:41:00+00:00,1891,161,Case41,false
Spur Gear,missing,20,Case41,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,20,0,30.0,2012-02-07 13:00:00+00:00,780,2,1,13,1579.0,18825.0,9,35,Lapping - Machine 1,2012-02-07 13:00:00+00:00,1892,161,Case41,false
Spur Gear,missing,20,Case41,regular,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0,0,187.0,2012-02-08 10:07:00+00:00,607,2,2,10,1267.0,20092.0,10,34,Round Grinding - Machine 3,2012-02-08 10:07:00+00:00,1893,161,Case41,false
Spur Gear,missing,20,Case41,regular,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,20,0,190.0,2012-02-08 13:17:00+00:00,797,2,2,13,190.0,20282.0,11,34,Round Grinding - Machine 3,2012-02-08 13:17:00+00:00,1894,161,Case41,false
Spur Gear,missing,20,Case41,regular,Packing,ID4820,D,Packing,20,0,60.0,2012-02-13 01:00:00+00:00,60,2,0,1,6463.0,26745.0,12,35,Packing,2012-02-13 01:00:00+00:00,1895,161,Case41,false
Spur Gear,missing,20,Case41,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,20,0,263.0,2012-02-13 14:18:00+00:00,858,2,0,14,798.0,27543.0,13,33,Final Inspection Q.C.,2012-02-13 14:18:00+00:00,1896,161,Case41,false
Ballnut,missing,150,Case214,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,2,0,399.0,2012-02-20 13:50:00+00:00,830,2,0,13,0.0,0.0,1,29,Turning & Milling - Machine 6,2012-02-20 13:50:00+00:00,985,86,Case214,true
Ballnut,missing,150,Case214,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,9,0,121.0,2012-02-20 15:51:00+00:00,951,2,0,15,121.0,121.0,2,29,Turning & Milling - Machine 6,2012-02-20 15:51:00+00:00,986,86,Case214,true
Ballnut,missing,150,Case214,deviant,Turning & Milling - Machine 6,ID4167,D,Machine 6 - Turning & Milling,2,0,277.0,2012-02-20 20:36:00+00:00,1236,2,0,20,285.0,406.0,3,28,Turning & Milling - Machine 6,2012-02-20 20:36:00+00:00,987,86,Case214,true
Ballnut,missing,150,Case214,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,47,0,600.0,2012-02-21 06:26:00+00:00,386,2,1,6,590.0,996.0,4,25,Turning & Milling - Machine 6,2012-02-21 06:26:00+00:00,988,86,Case214,true
Ballnut,missing,9,Case62,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,156.0,2012-02-19 16:03:00+00:00,963,2,6,16,0.0,0.0,1,29,Turning & Milling - Machine 8,2012-02-19 16:03:00+00:00,2108,182,Case62,false
Ballnut,missing,9,Case62,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,877.0,2012-02-20 06:41:00+00:00,401,2,0,6,878.0,878.0,2,28,Turning & Milling - Machine 8,2012-02-20 06:41:00+00:00,2109,182,Case62,false
Ballnut,missing,9,Case62,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,377.0,2012-02-20 12:59:00+00:00,779,2,0,12,378.0,1256.0,3,28,Turning & Milling - Machine 8,2012-02-20 12:59:00+00:00,2110,182,Case62,false
Ballnut,missing,9,Case62,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,155.0,2012-02-20 15:35:00+00:00,935,2,0,15,156.0,1412.0,4,29,Turning & Milling - Machine 8,2012-02-20 15:35:00+00:00,2111,182,Case62,false
Ballnut,missing,9,Case62,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,8,0,91.0,2012-02-20 17:07:00+00:00,1027,2,0,17,92.0,1504.0,5,27,Turning & Milling - Machine 8,2012-02-20 17:07:00+00:00,2112,182,Case62,false
Ballnut,missing,9,Case62,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,9,0,42.0,2012-02-21 12:51:00+00:00,771,2,1,12,1184.0,2688.0,6,25,Turning & Milling - Machine 8,2012-02-21 12:51:00+00:00,2113,182,Case62,false
Ballnut,missing,9,Case62,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,9,0,36.0,2012-02-22 15:47:00+00:00,947,2,2,15,1616.0,4304.0,7,28,Turning & Milling Q.C.,2012-02-22 15:47:00+00:00,2114,182,Case62,false
Ballnut,missing,9,Case62,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,221.0,2012-03-07 15:09:00+00:00,909,3,2,15,20122.0,24426.0,8,20,Turning & Milling Q.C.,2012-03-07 15:09:00+00:00,2115,182,Case62,false
Ballnut,missing,9,Case62,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,9,0,75.0,2012-03-11 12:19:00+00:00,739,3,6,12,5590.0,30016.0,9,16,Laser Marking - Machine 7,2012-03-11 12:19:00+00:00,2116,182,Case62,false
Ballnut,missing,9,Case62,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,9,0,47.0,2012-03-11 12:20:00+00:00,740,3,6,12,1.0,30017.0,10,16,Flat Grinding - Machine 11,2012-03-11 12:20:00+00:00,2117,182,Case62,false
Ballnut,missing,9,Case62,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,9,0,75.0,2012-03-11 13:36:00+00:00,816,3,6,13,76.0,30093.0,11,16,Lapping - Machine 1,2012-03-11 13:36:00+00:00,2118,182,Case62,false
Ballnut,missing,9,Case62,regular,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0,0,130.0,2012-03-13 09:11:00+00:00,551,3,1,9,2615.0,32708.0,12,19,Round Grinding - Machine 3,2012-03-13 09:11:00+00:00,2119,182,Case62,false
Ballnut,missing,9,Case62,regular,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,9,0,81.0,2012-03-13 10:33:00+00:00,633,3,1,10,82.0,32790.0,13,19,Round Grinding - Machine 3,2012-03-13 10:33:00+00:00,2120,182,Case62,false
Ballnut,missing,9,Case62,regular,other,ID4872,D,Machine 12 - Grinding,0,0,145.0,2012-03-16 11:45:00+00:00,705,3,4,11,4392.0,37182.0,14,21,other,2012-03-16 11:45:00+00:00,2121,182,Case62,false
Ballnut,missing,9,Case62,regular,Packing,ID4820,D,Packing,9,0,60.0,2012-03-19 01:00:00+00:00,60,3,0,1,3675.0,40857.0,15,22,Packing,2012-03-19 01:00:00+00:00,2122,182,Case62,false
Ballnut,missing,9,Case62,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,9,0,66.0,2012-03-19 11:03:00+00:00,663,3,0,11,603.0,41460.0,16,20,Final Inspection Q.C.,2012-03-19 11:03:00+00:00,2123,182,Case62,false
Wheel Shaft,missing,20,Case201,deviant,Round Grinding - Q.C.,ID4493,D,Quality Check 1,13,0,75.0,2012-01-04 01:15:00+00:00,75,1,2,1,0.0,0.0,1,17,Round Grinding - Q.C.,2012-01-04 01:15:00+00:00,836,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,13,0,75.0,2012-01-04 01:15:00+00:00,75,1,2,1,0.0,0.0,2,17,Turning & Milling Q.C.,2012-01-04 01:15:00+00:00,837,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,0,0,1.0,2012-01-05 10:11:00+00:00,611,1,3,10,1976.0,1976.0,3,20,Turning - Machine 8,2012-01-05 10:11:00+00:00,838,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,S,Machine 15 - Turning,1,0,220.0,2012-01-05 13:52:00+00:00,832,1,3,13,221.0,2197.0,4,19,Turning - Machine 8,2012-01-05 13:52:00+00:00,839,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,2,0,224.0,2012-01-05 17:37:00+00:00,1057,1,3,17,225.0,2422.0,5,21,Turning - Machine 8,2012-01-05 17:37:00+00:00,840,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,S,Machine 15 - Turning,0,0,3.0,2012-01-05 17:42:00+00:00,1062,1,3,17,5.0,2427.0,6,21,Turning - Machine 8,2012-01-05 17:42:00+00:00,841,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,1,0,69.0,2012-01-06 08:00:00+00:00,480,1,4,8,858.0,3285.0,7,21,Turning - Machine 8,2012-01-06 08:00:00+00:00,842,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,B,Machine 15 - Turning,0,0,279.0,2012-01-06 12:40:00+00:00,760,1,4,12,280.0,3565.0,8,21,Turning - Machine 8,2012-01-06 12:40:00+00:00,843,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,1,0,28.0,2012-01-06 13:08:00+00:00,788,1,4,13,28.0,3593.0,9,21,Turning - Machine 8,2012-01-06 13:08:00+00:00,844,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,1,0,71.0,2012-01-08 07:54:00+00:00,474,1,6,7,2566.0,6159.0,10,21,Turning - Machine 8,2012-01-08 07:54:00+00:00,845,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning Q.C.,ID4493,D,Quality Check 1,3,0,61.0,2012-01-08 11:13:00+00:00,673,1,6,11,199.0,6358.0,11,22,Turning Q.C.,2012-01-08 11:13:00+00:00,846,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0,0,130.0,2012-01-08 15:30:00+00:00,930,1,6,15,257.0,6615.0,12,23,Turning & Milling Q.C.,2012-01-08 15:30:00+00:00,847,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,489.0,2012-01-16 16:09:00+00:00,969,1,0,16,11559.0,18174.0,13,31,Turning & Milling - Machine 8,2012-01-16 16:09:00+00:00,848,75,Case201,false
Wheel Shaft,missing,20,Case201,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,111.0,2012-01-17 09:28:00+00:00,568,1,1,9,1039.0,19213.0,14,32,Turning & Milling - Machine 8,2012-01-17 09:28:00+00:00,849,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,2,0,174.0,2012-01-17 12:55:00+00:00,775,1,1,12,207.0,19420.0,15,31,Turning & Milling - Machine 8,2012-01-17 12:55:00+00:00,850,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0,0,301.0,2012-01-18 16:02:00+00:00,962,1,2,16,1627.0,21047.0,16,36,Turning & Milling Q.C.,2012-01-18 16:02:00+00:00,851,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Milling - Machine 16,ID4326,S,Machine 16 - Milling,0,0,660.0,2012-01-18 18:00:00+00:00,1080,1,2,18,118.0,21165.0,17,37,Milling - Machine 16,2012-01-18 18:00:00+00:00,852,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Packing,other,D,Packing,12,0,60.0,2012-01-19 01:00:00+00:00,60,1,3,1,420.0,21585.0,18,37,Packing,2012-01-19 01:00:00+00:00,853,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Milling - Machine 16,ID4326,S,Machine 16 - Milling,0,0,506.0,2012-01-19 15:31:00+00:00,931,1,3,15,871.0,22456.0,19,35,Milling - Machine 16,2012-01-19 15:31:00+00:00,854,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Milling - Machine 16,ID4326,D,Machine 16 - Milling,0,0,247.0,2012-01-20 11:32:00+00:00,692,1,4,11,1201.0,23657.0,20,35,Milling - Machine 16,2012-01-20 11:32:00+00:00,855,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Round Grinding - Machine 2,ID0937,D,Machine 2 - Round Grinding,2,0,75.0,2012-01-22 01:15:00+00:00,75,1,6,1,0.0,25920.0,21,33,Round Grinding - Machine 2,2012-01-22 01:15:00+00:00,856,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Round Grinding - Manual,ID0937,D,Machine 27 - Grinding,2,0,75.0,2012-01-22 01:15:00+00:00,75,1,6,1,0.0,25920.0,22,33,Round Grinding - Manual,2012-01-22 01:15:00+00:00,857,75,Case201,false
Wheel Shaft,Y,20,Case201,deviant,Round Grinding - Q.C.,ID4493,D,Quality Check 1,2,0,75.0,2012-01-22 01:15:00+00:00,75,1,6,1,2263.0,25920.0,23,33,Round Grinding - Q.C.,2012-01-22 01:15:00+00:00,858,75,Case201,false
Cable Head,missing,1,Case144,regular,Packing,ID4491,D,Packing,1,0,60.0,2012-03-30 01:00:00+00:00,60,3,4,1,0.0,0.0,1,7,Packing,2012-03-30 01:00:00+00:00,407,45,Case144,true
Cable Head,missing,1,Case144,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,1,0,61.0,2012-03-30 09:57:00+00:00,597,3,4,9,537.0,537.0,2,4,Final Inspection Q.C.,2012-03-30 09:57:00+00:00,408,45,Case144,true
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,S,Machine 6 - Turning & Milling,0,0,1.0,2012-03-02 11:36:00+00:00,696,3,4,11,0.0,0.0,1,17,Turning & Milling - Machine 6,2012-03-02 11:36:00+00:00,1982,171,Case50,false
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,S,Machine 6 - Turning & Milling,0,0,53.0,2012-03-02 12:29:00+00:00,749,3,4,12,53.0,53.0,2,17,Turning & Milling - Machine 6,2012-03-02 12:29:00+00:00,1983,171,Case50,false
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,S,Machine 6 - Turning & Milling,0,0,348.0,2012-03-05 02:08:00+00:00,128,3,0,2,3699.0,3752.0,3,18,Turning & Milling - Machine 6,2012-03-05 02:08:00+00:00,1984,171,Case50,false
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,D,Machine 6 - Turning & Milling,9,0,146.0,2012-03-05 04:35:00+00:00,275,3,0,4,147.0,3899.0,4,18,Turning & Milling - Machine 6,2012-03-05 04:35:00+00:00,1985,171,Case50,false
Ballnut,missing,9,Case50,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,9,0,168.0,2012-03-05 11:09:00+00:00,669,3,0,11,394.0,4293.0,5,17,Turning & Milling Q.C.,2012-03-05 11:09:00+00:00,1986,171,Case50,false
Ballnut,missing,9,Case50,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,9,0,0.0,2012-03-16 09:24:00+00:00,564,3,4,9,15735.0,20028.0,6,22,Lapping - Machine 1,2012-03-16 09:24:00+00:00,1987,171,Case50,false
Ballnut,missing,9,Case50,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,9,0,75.0,2012-03-16 10:39:00+00:00,639,3,4,10,75.0,20103.0,7,22,Laser Marking - Machine 7,2012-03-16 10:39:00+00:00,1988,171,Case50,false
Ballnut,missing,9,Case50,regular,Packing,ID4820,D,Packing,7,0,60.0,2012-03-19 01:00:00+00:00,60,3,0,1,3741.0,23844.0,8,22,Packing,2012-03-19 01:00:00+00:00,1989,171,Case50,false
Ballnut,missing,9,Case50,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,7,0,142.0,2012-03-19 09:56:00+00:00,596,3,0,9,536.0,24380.0,9,21,Final Inspection Q.C.,2012-03-19 09:56:00+00:00,1990,171,Case50,false
Spur Gear,missing,6,Case68,regular,other,other,D,other,6,0,270.0,2012-02-27 15:00:00+00:00,900,2,0,15,0.0,0.0,1,22,other,2012-02-27 15:00:00+00:00,2180,188,Case68,true
Spur Gear,missing,6,Case68,regular,Turning - Machine 8,other,D,Machine 8 - Turning & Milling,0,0,60.0,2012-02-27 17:00:00+00:00,1020,2,0,17,120.0,120.0,2,23,Turning - Machine 8,2012-02-27 17:00:00+00:00,2181,188,Case68,true
Spur Gear,missing,6,Case68,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,91.0,2012-02-28 08:40:00+00:00,520,2,1,8,940.0,1060.0,3,23,Final Inspection Q.C.,2012-02-28 08:40:00+00:00,2182,188,Case68,true
Spur Gear,missing,6,Case68,regular,Packing,ID4820,D,Packing,6,0,60.0,2012-02-29 01:00:00+00:00,60,2,2,1,980.0,2040.0,4,18,Packing,2012-02-29 01:00:00+00:00,2183,188,Case68,true
Spur Gear,missing,6,Case68,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,6,0,30.0,2012-02-29 14:30:00+00:00,870,2,2,14,810.0,2850.0,5,18,Final Inspection Q.C.,2012-02-29 14:30:00+00:00,2184,188,Case68,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,68.0,2012-03-06 10:18:00+00:00,618,3,1,10,0.0,0.0,1,21,Turning & Milling - Machine 8,2012-03-06 10:18:00+00:00,72,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,152.0,2012-03-08 06:51:00+00:00,411,3,3,6,2673.0,2673.0,2,20,Turning & Milling - Machine 8,2012-03-08 06:51:00+00:00,73,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,394.0,2012-03-08 16:38:00+00:00,998,3,3,16,587.0,3260.0,3,19,Turning & Milling - Machine 8,2012-03-08 16:38:00+00:00,74,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,491.0,2012-03-09 04:35:00+00:00,275,3,4,4,717.0,3977.0,4,19,Turning & Milling - Machine 8,2012-03-09 04:35:00+00:00,75,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,14,0,172.0,2012-03-09 07:27:00+00:00,447,3,4,7,172.0,4149.0,5,19,Turning & Milling - Machine 8,2012-03-09 07:27:00+00:00,76,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,8,0,175.0,2012-03-09 10:27:00+00:00,627,3,4,10,180.0,4329.0,6,19,Turning & Milling - Machine 8,2012-03-09 10:27:00+00:00,77,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,186.0,2012-03-09 10:38:00+00:00,638,3,4,10,11.0,4340.0,7,19,Turning & Milling Q.C.,2012-03-09 10:38:00+00:00,78,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,34.0,2012-03-11 08:16:00+00:00,496,3,6,8,2738.0,7078.0,8,17,Turning & Milling Q.C.,2012-03-11 08:16:00+00:00,79,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,0,0,94.0,2012-03-11 10:37:00+00:00,637,3,6,10,141.0,7219.0,9,16,Turning & Milling - Machine 8,2012-03-11 10:37:00+00:00,80,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,71.0,2012-03-11 11:48:00+00:00,708,3,6,11,71.0,7290.0,10,16,Turning & Milling - Machine 8,2012-03-11 11:48:00+00:00,81,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,25,0,260.0,2012-03-11 16:09:00+00:00,969,3,6,16,261.0,7551.0,11,16,Turning & Milling - Machine 8,2012-03-11 16:09:00+00:00,82,5,Case103,true
Adjusting Nut,missing,52,Case103,deviant,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,5,0,120.0,2012-03-11 18:35:00+00:00,1115,3,6,18,146.0,7697.0,12,15,Turning & Milling - Machine 8,2012-03-11 18:35:00+00:00,83,5,Case103,true
Ballnut,missing,492,Case112,deviant,Turning & Milling - Machine 9,ID4641,S,Machine 9 - Turning & Milling,0,0,38.0,2012-03-08 06:51:00+00:00,411,3,3,6,0.0,0.0,1,20,Turning & Milling - Machine 9,2012-03-08 06:51:00+00:00,157,15,Case112,true
Ballnut,missing,492,Case112,deviant,Turning & Milling - Machine 9,ID3846,S,Machine 9 - Turning & Milling,1,0,227.0,2012-03-13 17:48:00+00:00,1068,3,1,17,7857.0,7857.0,2,19,Turning & Milling - Machine 9,2012-03-13 17:48:00+00:00,158,15,Case112,true
Ballnut,missing,492,Case112,deviant,Turning & Milling - Machine 9,ID4132,S,Machine 9 - Turning & Milling,3,0,102.0,2012-03-13 23:10:00+00:00,1390,3,1,23,322.0,8179.0,3,19,Turning & Milling - Machine 9,2012-03-13 23:10:00+00:00,159,15,Case112,true
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,380.0,2012-03-05 16:01:00+00:00,961,3,0,16,0.0,0.0,1,19,Turning & Milling - Machine 4,2012-03-05 16:01:00+00:00,169,18,Case115,true
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,50,0,384.0,2012-03-06 06:29:00+00:00,389,3,1,6,868.0,868.0,2,20,Turning & Milling - Machine 4,2012-03-06 06:29:00+00:00,170,18,Case115,true
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,12,0,96.0,2012-03-06 08:35:00+00:00,515,3,1,8,126.0,994.0,3,19,Turning & Milling - Machine 4,2012-03-06 08:35:00+00:00,171,18,Case115,true
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,73.0,2012-03-06 09:48:00+00:00,588,3,1,9,73.0,1067.0,4,20,Turning & Milling - Machine 4,2012-03-06 09:48:00+00:00,172,18,Case115,true
Ballnut,missing,90,Case115,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,90.0,2012-03-06 12:00:00+00:00,720,3,1,12,132.0,1199.0,5,21,Turning & Milling Q.C.,2012-03-06 12:00:00+00:00,173,18,Case115,true
Ballnut,missing,90,Case115,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,90,0,50.0,2012-03-06 12:50:00+00:00,770,3,1,12,50.0,1249.0,6,21,Turning & Milling Q.C.,2012-03-06 12:50:00+00:00,174,18,Case115,true
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,28,0,239.0,2012-03-06 13:48:00+00:00,828,3,1,13,58.0,1307.0,7,21,Turning & Milling - Machine 4,2012-03-06 13:48:00+00:00,175,18,Case115,true
Ballnut,missing,90,Case115,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,48,0,66.0,2012-03-08 15:52:00+00:00,952,3,3,15,3004.0,4311.0,8,19,Flat Grinding - Machine 11,2012-03-08 15:52:00+00:00,176,18,Case115,true
Ballnut,missing,90,Case115,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,0,0,75.0,2012-03-09 01:15:00+00:00,75,3,4,1,563.0,4874.0,9,19,Flat Grinding - Machine 11,2012-03-09 01:15:00+00:00,177,18,Case115,true
Ballnut,missing,90,Case115,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,42,0,72.0,2012-03-09 10:17:00+00:00,617,3,4,10,542.0,5416.0,10,19,Flat Grinding - Machine 11,2012-03-09 10:17:00+00:00,178,18,Case115,true
Ballnut,missing,90,Case115,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,60.0,2012-03-11 08:00:00+00:00,480,3,6,8,2743.0,8159.0,11,18,Turning & Milling Q.C.,2012-03-11 08:00:00+00:00,179,18,Case115,true
Ballnut,missing,90,Case115,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,90,0,88.0,2012-03-11 11:14:00+00:00,674,3,6,11,194.0,8353.0,12,16,Lapping - Machine 1,2012-03-11 11:14:00+00:00,180,18,Case115,true
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,S,Machine 2 - Round Grinding,0,0,128.0,2012-03-11 22:49:00+00:00,1369,3,6,22,695.0,9048.0,13,16,Round Grinding - Machine 2,2012-03-11 22:49:00+00:00,181,18,Case115,true
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,6,0,60.0,2012-03-11 23:50:00+00:00,1430,3,6,23,61.0,9109.0,14,18,Round Grinding - Machine 2,2012-03-11 23:50:00+00:00,182,18,Case115,true
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID0420,D,Machine 2 - Round Grinding,36,0,429.0,2012-03-12 07:00:00+00:00,420,3,0,7,430.0,9539.0,15,18,Round Grinding - Machine 2,2012-03-12 07:00:00+00:00,183,18,Case115,true
Ballnut,missing,90,Case115,deviant,Round Grinding - Q.C.,ID4287,D,Quality Check 1,0,0,51.0,2012-03-12 07:51:00+00:00,471,3,0,7,51.0,9590.0,16,18,Round Grinding - Q.C.,2012-03-12 07:51:00+00:00,184,18,Case115,true
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,43,0,525.0,2012-03-12 15:45:00+00:00,945,3,0,15,474.0,10064.0,17,18,Round Grinding - Machine 2,2012-03-12 15:45:00+00:00,185,18,Case115,true
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,5,0,58.0,2012-03-12 17:05:00+00:00,1025,3,0,17,80.0,10144.0,18,18,Round Grinding - Machine 2,2012-03-12 17:05:00+00:00,186,18,Case115,true
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,0,0,70.0,2012-03-12 18:16:00+00:00,1096,3,0,18,71.0,10215.0,19,18,Round Grinding - Machine 2,2012-03-12 18:16:00+00:00,187,18,Case115,true
Piston,missing,60,Case147,regular,Turning - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,276.0,2012-03-11 23:12:00+00:00,1392,3,6,23,0.0,0.0,1,17,Turning - Machine 8,2012-03-11 23:12:00+00:00,427,48,Case147,true
Piston,missing,60,Case147,regular,Turning - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,240.0,2012-03-12 11:00:00+00:00,660,3,0,11,708.0,708.0,2,18,Turning - Machine 8,2012-03-12 11:00:00+00:00,428,48,Case147,true
